LEMMA|POS,LEMMA,POS,FREQUENCY,INFLECTIONS
pair|n,pair,n,152,"pair, pairs"
soap|n,soap,n,152,"soap, soaps"
tail|n,tail,n,152,"tail, tails"
tattoo|n,tattoo,n,152,"tattoo, tattoos"
activity|n,activity,n,151,"activity, activities"
bridge|n,bridge,n,151,"bridge, bridges"
detail|n,detail,n,151,"detail, details"
diet|n,diet,n,151,"diet, diets"
insult|v,insult,v,151,"insult, insulted, insulting, insults"
theme|n,theme,n,151,"theme, themes"
university|n,university,n,151,"university, universities"
champagne|n,champagne,n,150,"champagne, champagnes"
charming|j,charming,j,150,charming
compare|v,compare,v,150,"compare, compared, compares, comparing"
gut|n,gut,n,150,"gut, guts"
map|n,map,n,150,"map, maps"
napkin|n,napkin,n,150,"napkin, napkins"
punch|n,punch,n,150,"punch, punches"
apply|v,apply,v,149,"apply, applied, applies, applying"
challenge|v,challenge,v,149,"challenge, challenged, challenges, challenging"
collect|v,collect,v,149,"collect, collected, collecting, collects"
cupcake|n,cupcake,n,149,"cupcake, cupcakes"
fridge|n,fridge,n,149,"fridge, fridges"
imagination|n,imagination,n,149,"imagination, imaginations"
joke|v,joke,v,149,"joke, joked, jokes, joking"
pad|n,pad,n,149,"pad, pads"
script|n,script,n,149,"script, scripts"
whip|v,whip,v,149,"whip, whipped, whipping, whips, whup, whupped, whupping, whups, whoop, whoops, whooping, whooped"
left|j,left,j,149,left
affair|n,affair,n,148,"affair, affairs"
benefit|n,benefit,n,148,"benefit, benefits"
beyond|fw,beyond,fw,148,beyond
book|v,book,v,148,"book, booked, booking, books"
citizen|n,citizen,n,148,"citizen, citizens"
fart|v,fart,v,148,"fart, farted, farting, farts"
grant|v,grant,v,148,"grant, granted, granting, grants"
junk|n,junk,n,148,"junk, junks"
magical|j,magical,j,148,magical
prom|n,prom,n,148,"prom, proms"
schedule|n,schedule,n,148,"schedule, schedules"
studio|n,studio,n,148,"studio, studios"
value|n,value,n,148,"value, values"
wise|j,wise,j,148,"wise, wiser, wisest"
Bible|K,Bible,K,147,"Bible, Bibles"
clue|n,clue,n,147,"clue, clues"
suicide|n,suicide,n,147,"suicide, suicides"
Wednesday|K,Wednesday,K,147,"Wednesday, Wednesdays"
friendly|j,friendly,j,147,"friendly, friendlier, friendliest"
claim|v,claim,v,146,"claim, claimed, claiming, claims"
complicate|v,complicate,v,146,"complicate, complicated, complicates, complicating"
doubt|n,doubt,n,146,"doubt, doubts"
generation|n,generation,n,146,"generation, generations"
grave|n,grave,n,146,"grave, graves"
require|v,require,v,146,"require, required, requires, requiring"
stair|n,stair,n,146,"stair, stairs"
album|n,album,n,145,"album, albums"
depend|v,depend,v,145,"depend, depended, depending, depends"
maid|n,maid,n,145,"maid, maids"
moron|n,moron,n,145,"moron, morons"
necessary|j,necessary,j,145,necessary
oven|n,oven,n,145,"oven, ovens"
paint|n,paint,n,145,"paint, paints"
refer|v,refer,v,145,"refer, referred, referring, refers"
scratch|v,scratch,v,145,"scratch, scratched, scratches, scratching"
spill|v,spill,v,145,"spill, spilled, spilling, spills, spilt"
stain|n,stain,n,145,"stain, stains"
adopt|v,adopt,v,144,"adopt, adopted, adopting, adopts"
brush|v,brush,v,144,"brush, brushed, brushes, brushing"
delivery|n,delivery,n,144,"delivery, deliveries"
disappear|v,disappear,v,144,"disappear, disappeared, disappearing, disappears"
elementary|j,elementary,j,144,elementary
humor|n,humor,n,144,"humor, humors"
tear|n,tear,n,144,"tear, tears"
trap|n,trap,n,144,"trap, traps"
amazing|j,amazing,j,143,amazing
Asian|K,Asian,K,143,"Asian, Asians"
boot|n,boot,n,143,"boot, boots"
connection|n,connection,n,143,"connection, connections"
eve|n,eve,n,143,"eve, eves"
happiness|n,happiness,n,143,happiness
lifetime|n,lifetime,n,143,"lifetime, lifetimes"
officially|r,officially,r,143,officially
quality|n,quality,n,143,"quality, qualities"
agreement|n,agreement,n,142,"agreement, agreements"
argument|n,argument,n,142,"argument, arguments"
carpet|n,carpet,n,142,"carpet, carpets"
crisis|n,crisis,n,142,"crisis, crises"
design|n,design,n,142,"design, designs"
drawer|n,drawer,n,142,"drawer, drawers"
further|r,further,r,142,further
incredibly|r,incredibly,r,142,incredibly
loose|j,loose,j,142,"loose, looser, loosest"
pair|m,pair,m,142,"pair, pairs"
refuse|v,refuse,v,142,"refuse, refused, refuses, refusing"
risk|n,risk,n,142,"risk, risks"
selfish|j,selfish,j,142,selfish
village|n,village,n,142,"village, villages"
anger|n,anger,n,141,"anger, angers"
assure|v,assure,v,141,"assure, assured, assures, assuring"
bet|n,bet,n,141,"bet, bets"
bingo|n,bingo,n,141,bingo
bunny|n,bunny,n,141,"bunny, bunnies"
crawl|v,crawl,v,141,"crawl, crawled, crawling, crawls"
demand|v,demand,v,141,"demand, demanded, demanding, demands"
desperate|j,desperate,j,141,desperate
elevator|n,elevator,n,141,"elevator, elevators"
goat|n,goat,n,141,"goat, goats"
honeymoon|n,honeymoon,n,141,"honeymoon, honeymoons"
insist|v,insist,v,141,"insist, insisted, insisting, insists"
million|n,million,n,141,"million, millions"
murder|v,murder,v,141,"murder, murdered, murdering, murders"
penny|n,penny,n,141,"penny, pennies"
usual|j,usual,j,141,usual
beloved|j,beloved,j,141,beloved
copy|v,copy,v,140,"copy, copied, copies, copying"
festival|n,festival,n,140,"festival, festivals"
tennis|n,tennis,n,140,tennis
threaten|v,threaten,v,140,"threaten, threatened, threatening, threatens"
beginning|n,beginning,n,139,"beginning, beginnings"
cigar|n,cigar,n,139,"cigar, cigars"
dancer|n,dancer,n,139,"dancer, dancers"
heck|n,heck,n,139,heck
low|r,low,r,139,"low, lower, lowest"
material|n,material,n,139,"material, materials"
Yankee|K,Yankee,K,139,"Yankee, Yankees"
chapter|n,chapter,n,138,"chapter, chapters"
chat|v,chat,v,138,"chat, chats, chatted, chatting"
homeless|j,homeless,j,138,homeless
lap|n,lap,n,138,"lap, laps"
major|j,major,j,138,major
mark|v,mark,v,138,"mark, marked, marking, marks"
river|n,river,n,138,"river, rivers"
shark|n,shark,n,138,"shark, sharks"
strength|n,strength,n,138,"strength, strengths"
accidentally|r,accidentally,r,137,accidentally
ancient|j,ancient,j,137,ancient
collection|n,collection,n,137,"collection, collections"
exercise|n,exercise,n,137,"exercise, exercises"
include|v,include,v,137,"include, included, includes, including"
muffin|n,muffin,n,137,"muffin, muffins"
offense|n,offense,n,137,"offense, offenses"
screen|n,screen,n,137,"screen, screens"
tomato|n,tomato,n,137,"tomato, tomatoes"
aha|u,aha,u,136,aha
cafeteria|n,cafeteria,n,136,"cafeteria, cafeterias"
crack|n,crack,n,136,"crack, cracks"
crappy|j,crappy,j,136,"crappy, crappier, crappiest"
Japanese|K,Japanese,K,136,Japanese
statue|n,statue,n,136,"statue, statues"
supply|n,supply,n,136,"supply, supplies"
versus|fw,versus,fw,136,versus
winter|n,winter,n,136,"winter, winters"
tool|n,tool,n,136,"tool, tools"
asleep|j,asleep,j,135,asleep
bend|v,bend,v,135,"bend, bending, bends, bent"
commitment|n,commitment,n,135,"commitment, commitments"
disturb|v,disturb,v,135,"disturb, disturbed, disturbing, disturbs"
fish|v,fish,v,135,"fish, fished, fishes, fishing"
joy|n,joy,n,135,"joy, joys"
presentation|n,presentation,n,135,"presentation, presentations"
shove|v,shove,v,135,"shove, shoved, shoves, shoving"
tube|n,tube,n,135,"tube, tubes"
being|n,being,n,134,"being, beings"
damn|n,damn,n,134,"damn, damns"
experiment|n,experiment,n,134,"experiment, experiments"
fellow|j,fellow,j,134,fellow
German|K,German,K,134,"German, Germans"
jar|n,jar,n,134,"jar, jars"
mint|n,mint,n,134,"mint, mints"
physical|j,physical,j,134,physical
punish|v,punish,v,134,"punish, punished, punishes, punishing"
remote|n,remote,n,134,"remote, remotes"
slut|n,slut,n,134,"slut, sluts"
twist|v,twist,v,134,"twist, twisted, twisting, twists"
cap|n,cap,n,133,"cap, caps"
criminal|n,criminal,n,133,"criminal, criminals"
eight hundred|m,eight hundred,m,133,eight hundred
inspire|v,inspire,v,133,"inspire, inspired, inspires, inspiring"
main|j,main,j,133,main
panda|n,panda,n,133,"panda, pandas"
sink|v,sink,v,133,"sink, sank, sinking, sinks, sunk, sunken"
smooth|j,smooth,j,133,"smooth, smoother, smoothest"
snap|v,snap,v,133,"snap, snapped, snapping, snaps"
thumb|n,thumb,n,133,"thumb, thumbs"
witness|n,witness,n,133,"witness, witnesses"
abandon|v,abandon,v,132,"abandon, abandoned, abandoning, abandons"
affect|v,affect,v,132,"affect, affected, affecting, affects"
beard|n,beard,n,132,"beard, beards"
bucket|n,bucket,n,132,"bucket, buckets"
county|n,county,n,132,"county, counties"
gain|v,gain,v,132,"gain, gained, gaining, gains"
poem|n,poem,n,132,"poem, poems"
reporter|n,reporter,n,132,"reporter, reporters"
review|n,review,n,132,"review, reviews"
training|n,training,n,132,"training, trainings"
among|fw,among,fw,131,"among, amongst"
battery|n,battery,n,131,"battery, batteries"
deny|v,deny,v,131,"deny, denied, denies, denying"
electric|j,electric,j,131,electric
flavor|n,flavor,n,131,"flavor, flavors"
forbid|v,forbid,v,131,"forbid, forbad, forbade, forbidden, forbidding, forbids"
fudge|n,fudge,n,131,"fudge, fudges"
hooray|u,hooray,u,131,hooray
obsess|v,obsess,v,131,"obsess, obsessed, obsesses, obsessing"
positive|j,positive,j,131,positive
rob|v,rob,v,131,"rob, robbed, robbing, robs"
signal|n,signal,n,131,"signal, signals"
solid|j,solid,j,131,solid
website|n,website,n,131,"website, websites"
aye|r,aye,r,130,"aye, ay"
century|n,century,n,130,"century, centuries"
click|v,click,v,130,"click, clicked, clicking, clicks"
cracker|n,cracker,n,130,"cracker, crackers"
dry-cleaning|n,dry-cleaning,n,130,dry-cleaning
dump|n,dump,n,130,"dump, dumps"
effort|n,effort,n,130,"effort, efforts"
gate|n,gate,n,130,"gate, gates"
hooker|n,hooker,n,130,"hooker, hookers"
impression|n,impression,n,130,"impression, impressions"
inappropriate|j,inappropriate,j,130,inappropriate
inspector|n,inspector,n,130,"inspector, inspectors"
statement|n,statement,n,130,"statement, statements"
thrill|v,thrill,v,130,"thrill, thrilled, thrilling, thrills"
wiener|n,wiener,n,130,"wiener, wieners"
bond|v,bond,v,129,"bond, bonded, bonding, bonds"
challenge|n,challenge,n,129,"challenge, challenges"
filthy|j,filthy,j,129,"filthy, filthier, filthiest"
grandfather|n,grandfather,n,129,"grandfather, grandfathers"
host|n,host,n,129,"host, hosts"
producer|n,producer,n,129,"producer, producers"
witch|n,witch,n,129,"witch, witches"
appropriate|j,appropriate,j,128,appropriate
coincidence|n,coincidence,n,128,"coincidence, coincidences"
furniture|n,furniture,n,128,furniture
laugh|n,laugh,n,128,"laugh, laughs"
lemon|n,lemon,n,128,"lemon, lemons"
load|v,load,v,128,"load, loaded, loading, loads"
mock|v,mock,v,128,"mock, mocked, mocking, mocks"
normally|r,normally,r,128,normally
physics|n,physics,n,128,physics
sack|n,sack,n,128,"sack, sacks"
stock|n,stock,n,128,"stock, stocks"
storm|n,storm,n,128,"storm, storms"
wheelchair|n,wheelchair,n,128,"wheelchair, wheelchairs"
announce|v,announce,v,127,"announce, announced, announces, announcing"
bagel|n,bagel,n,127,"bagel, bagels"
cocktail|n,cocktail,n,127,"cocktail, cocktails"
committee|n,committee,n,127,"committee, committees"
crew|n,crew,n,127,"crew, crews"
defense|n,defense,n,127,"defense, defenses"
extremely|r,extremely,r,127,extremely
file|n,file,n,127,"file, files"
haircut|n,haircut,n,127,"haircut, haircuts"
loss|n,loss,n,127,"loss, losses"
mark|n,mark,n,127,"mark, marks"
proof|n,proof,n,127,"proof, proofs"
salt|n,salt,n,127,"salt, salts"
score|v,score,v,127,"score, scored, scores, scoring"
spare|v,spare,v,127,"spare, spared, spares, sparing"
tape|v,tape,v,127,"tape, taped, tapes, taping"
ex|n,ex,n,127,"ex, exes"
fairy|n,fairy,n,126,"fairy, fairies"
fort|n,fort,n,126,"fort, forts"
grape|n,grape,n,126,"grape, grapes"
including|fw,including,fw,126,including
makeup|n,makeup,n,126,"makeup, makeups, make-up, make-ups"
nation|n,nation,n,126,"nation, nations"
six hundred|m,six hundred,m,126,six hundred
block|v,block,v,125,"block, blocked, blocking, blocks"
childhood|n,childhood,n,125,"childhood, childhoods"
cut|n,cut,n,125,"cut, cuts"
develop|v,develop,v,125,"develop, developed, developing, develops"
race|v,race,v,125,"race, raced, races, racing"
reference|n,reference,n,125,"reference, references"
shorts|n,shorts,n,125,shorts
talk|n,talk,n,125,"talk, talks"
therapist|n,therapist,n,125,"therapist, therapists"
tip|v,tip,v,125,"tip, tipped, tipping, tips"
tone|n,tone,n,125,"tone, tones"
warm|v,warm,v,125,"warm, warmed, warming, warms"
accent|n,accent,n,124,"accent, accents"
avenue|n,avenue,n,124,"avenue, avenues"
below|fw,below,fw,124,below
cloud|n,cloud,n,124,"cloud, clouds"
concern|n,concern,n,124,"concern, concerns"
distance|n,distance,n,124,"distance, distances"
doubt|v,doubt,v,124,"doubt, doubted, doubting, doubts"
exhaust|v,exhaust,v,124,"exhaust, exhausted, exhausting, exhausts"
goal|n,goal,n,124,"goal, goals"
roll|n,roll,n,124,"roll, rolls"
suggestion|n,suggestion,n,124,"suggestion, suggestions"
grocery|n,grocery,n,124,"grocery, groceries"
belief|n,belief,n,123,"belief, beliefs"
bump|v,bump,v,123,"bump, bumped, bumping, bumps"
inch|n,inch,n,123,"inch, inches"
jury|n,jury,n,123,"jury, juries"
neat|j,neat,j,123,"neat, neater, neatest"
odds|n,odds,n,123,odds
reservation|n,reservation,n,123,"reservation, reservations"
rush|v,rush,v,123,"rush, rushed, rushes, rushing"
spider|n,spider,n,123,"spider, spiders"
squirrel|n,squirrel,n,123,"squirrel, squirrels"
topic|n,topic,n,123,"topic, topics"
toss|v,toss,v,123,"toss, tossed, tosses, tossing"
uniform|n,uniform,n,123,"uniform, uniforms"
violence|n,violence,n,123,"violence, violences"
wide|j,wide,j,123,"wide, wider, widest"
zoo|n,zoo,n,123,"zoo, zoos"
boo|u,boo,u,122,boo
bullshit|n,bullshit,n,122,"bullshit, bullshits"
cruel|j,cruel,j,122,"cruel, crueler, crueller, cruelest, cruellest"
dial|v,dial,v,122,"dial, dialed, dialing, dials"
jeans|n,jeans,n,122,jeans
pile|n,pile,n,122,"pile, piles"
poison|n,poison,n,122,"poison, poisons"
pure|j,pure,j,122,"pure, purer, purest"
romance|n,romance,n,122,"romance, romances"
slave|n,slave,n,122,"slave, slaves"
slowly|r,slowly,r,122,"slowly, slowlier, slowliest"
awake|j,awake,j,121,awake
belly|n,belly,n,121,"belly, bellies"
booth|n,booth,n,121,"booth, booths"
gentle|j,gentle,j,121,"gentle, gentler, gentlest"
opera|n,opera,n,121,"opera, operas, opere"
pipe|n,pipe,n,121,"pipe, pipes"
poster|n,poster,n,121,"poster, posters"
Russian|K,Russian,K,121,"Russian, Russians"
sweep|v,sweep,v,121,"sweep, sweeping, sweeps, swept"
sword|n,sword,n,121,"sword, swords"
ultimate|j,ultimate,j,121,ultimate
debate|n,debate,n,120,"debate, debates"
explode|v,explode,v,120,"explode, exploded, explodes, exploding"
float|v,float,v,120,"float, floated, floating, floats"
justice|n,justice,n,120,justice
kick|n,kick,n,120,"kick, kicks"
poker|n,poker,n,120,"poker, pokers"
pride|n,pride,n,120,"pride, prides"
psych|v,psych,v,120,"psych, psyched, psyching, psychs"
rain|v,rain,v,120,"rain, rained, raining, rains"
rare|j,rare,j,120,"rare, rarer, rarest"
rumor|n,rumor,n,120,"rumor, rumors"
title|n,title,n,120,"title, titles"
vision|n,vision,n,120,"vision, visions"
wrestle|v,wrestle,v,120,"wrestle, wrestled, wrestles, wrestling"
column|n,column,n,119,"column, columns"
connect|v,connect,v,119,"connect, connected, connecting, connects"
hockey|n,hockey,n,119,hockey
hook|n,hook,n,119,"hook, hooks"
kidnap|v,kidnap,v,119,"kidnap, kidnaped, kidnaping, kidnapped, kidnapping, kidnaps"
limo|n,limo,n,119,"limo, limos"
painful|j,painful,j,119,"painful, painfuller, painfullest"
path|n,path,n,119,"path, paths"
permission|n,permission,n,119,"permission, permissions"
prince|n,prince,n,119,"prince, princes"
process|n,process,n,119,"process, processes"
senator|n,senator,n,119,"senator, senators"
smash|v,smash,v,119,"smash, smashed, smashes, smashing"
mean|j,mean,j,119,"mean, meaner, meanest"
anytime|r,anytime,r,118,anytime
back|j,back,j,118,back
bat|n,bat,n,118,"bat, bats"
ceremony|n,ceremony,n,118,"ceremony, ceremonies"
declare|v,declare,v,118,"declare, declared, declares, declaring"
helpful|j,helpful,j,118,helpful
iron|n,iron,n,118,"iron, irons"
picture|v,picture,v,118,"picture, pictured, pictures, picturing"
print|v,print,v,118,"print, printed, printing, prints"
rope|n,rope,n,118,"rope, ropes"
sail|v,sail,v,118,"sail, sailed, sailing, sails"
sleep|n,sleep,n,118,"sleep, sleeps"
attend|v,attend,v,117,"attend, attended, attending, attends"
doom|v,doom,v,117,"doom, doomed, dooming, dooms"
education|n,education,n,117,"education, educations"
flush|v,flush,v,117,"flush, flushed, flushes, flushing"
fry|n,fry,n,117,"fry, fries"
melt|v,melt,v,117,"melt, melted, melting, melts"
pardon|v,pardon,v,117,"pardon, pardoned, pardoning, pardons"
passion|n,passion,n,117,"passion, passions"
personally|r,personally,r,117,personally
poop|v,poop,v,117,"poop, pooped, pooping, poops"
popcorn|n,popcorn,n,117,popcorn
pussy|n,pussy,n,117,"pussy, pussies"
trick|v,trick,v,117,"trick, tricked, tricking, tricks"
zombie|n,zombie,n,117,"zombie, zombi, zombies, zombis"
ankle|n,ankle,n,116,"ankle, ankles"
bail|v,bail,v,116,"bail, bailed, bailing, bails"
bowling|n,bowling,n,116,bowling
discount|n,discount,n,116,"discount, discounts"
entertainment|n,entertainment,n,116,"entertainment, entertainments"
excuse|n,excuse,n,116,"excuse, excuses"
jazz|n,jazz,n,116,jazz
kind|j,kind,j,116,"kind, kinder, kindest"
lion|n,lion,n,116,"lion, lions"
match|v,match,v,116,"match, matched, matches, matching"
prayer|n,prayer,n,116,"prayer, prayers"
stamp|n,stamp,n,116,"stamp, stamps"
betray|v,betray,v,115,"betray, betrayed, betraying, betrays"
bracelet|n,bracelet,n,115,"bracelet, bracelets"
brownie|n,brownie,n,115,"brownie, brownies"
creative|j,creative,j,115,creative
expression|n,expression,n,115,"expression, expressions"
